identity_line_item_id,identity_time_interval,bill_bill_type,bill_billing_entity,bill_billing_period_end_date,bill_billing_period_start_date,bill_invoice_id,bill_invoicing_entity,bill_payer_account_id,bill_payer_account_name,line_item_availability_zone,line_item_blended_cost,line_item_blended_rate,line_item_currency_code,line_item_line_item_description,line_item_line_item_type,line_item_net_unblended_cost,line_item_net_unblended_rate,line_item_operation,line_item_product_code,line_item_resource_id,line_item_usage_account_id,line_item_usage_account_name,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,line_item_usage_type,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_term,pricing_unit,product_product_name,product_region,product_instance_type,product_instance_type_family,product_operating_system,product_vcpu,product_memory,resource_tags
lid-00002145,2025-11-29T00:00:00Z/2025-11-30T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1b,3.1139810997,0.2300000000,USD,$0.2300 per Hrs for ml.m5.xlarge in us-east-1,Usage,2.9582820447,0.2185000000,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:us-east-1:555666777888:ml-m5-xlarge-8807,555666777888,Staging,13.5390482596,2025-11-30T00:00:00Z,2025-11-29T00:00:00Z,USE1-Notebook:ml.m5.xlarge,3.5810782647,0.2645000000,OnDemand,Hrs,Amazon SageMaker,us-east-1,ml.m5.xlarge,General purpose,,4,16 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00002378,2025-12-06T00:00:00Z/2025-12-07T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,1.1513644581,0.0500000000,USD,$0.0500 per ReadRequestUnits for PayPerRequest in us-east-1,Usage,1.0937962352,0.0475000000,GetItem,AmazonDynamoDB,arn:aws:dynamodb:us-east-1:111222333444:PayPerRequest-4085,111222333444,Production,23.0272891625,2025-12-07T00:00:00Z,2025-12-06T00:00:00Z,USE1-PayPerRequestThroughput:PayPerRequest,1.3240691268,0.0575000000,OnDemand,ReadRequestUnits,Amazon DynamoDB,us-east-1,PayPerRequest,,,,,{}
lid-00002536,2025-12-11T00:00:00Z/2025-12-12T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1c,0.9916537026,0.0416666667,USD,$0.0417 per Hrs for t3.medium in eu-central-1,Usage,0.9420710175,0.0395833333,RunInstances,AmazonEC2,arn:aws:ec2:eu-central-1:111222333444:t3-medium-5023,111222333444,Production,23.7996888634,2025-12-12T00:00:00Z,2025-12-11T00:00:00Z,EUC1-BoxUsage:t3.medium,1.1404017580,0.0479166667,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-central-1,t3.medium,General purpose,Linux,2,4 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00000131,2025-10-04T00:00:00Z/2025-10-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,0.8177114791,0.0500000000,USD,$0.0500 per ReadRequestUnits for PayPerRequest in eu-west-1,Usage,0.7768259052,0.0475000000,GetItem,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:999000111222:PayPerRequest-8172,999000111222,Data Platform,16.3542295821,2025-10-05T00:00:00Z,2025-10-04T00:00:00Z,EUW1-PayPerRequestThroughput:PayPerRequest,0.9403682010,0.0575000000,OnDemand,ReadRequestUnits,Amazon DynamoDB,eu-west-1,PayPerRequest,,,,,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00002925,2025-12-21T00:00:00Z/2025-12-22T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1b,4.0214760384,0.1600000000,USD,$0.1600 per Hrs for cache.m5.large in us-east-1,Usage,3.8204022365,0.1520000000,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:us-east-1:111222333444:cache-m5-large-7587,111222333444,Production,25.1342252400,2025-12-22T00:00:00Z,2025-12-21T00:00:00Z,USE1-NodeUsage:cache.m5.large,4.6246974442,0.1840000000,OnDemand,Hrs,Amazon ElastiCache,us-east-1,cache.m5.large,General purpose,,2,6.38 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00000662,2025-10-19T00:00:00Z/2025-10-20T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,2.6107916209,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in ap-southeast-1,Usage,2.4802520399,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:ap-southeast-1:555666777888:db-m5-large-8640,555666777888,Staging,15.0045495454,2025-10-20T00:00:00Z,2025-10-19T00:00:00Z,APS1-InstanceUsage:db.m5.large,3.0024103640,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,ap-southeast-1,db.m5.large,General purpose,,2,8 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001132,2025-11-01T00:00:00Z/2025-11-02T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.0779511540,0.0100000000,USD,$0.0100 per GB-Mo for Glacier in ap-southeast-1,Usage,0.0740535963,0.0095000000,PutObject,AmazonS3,arn:aws:s3:ap-southeast-1:111222333444:Glacier-5344,111222333444,Production,7.7951153963,2025-11-02T00:00:00Z,2025-11-01T00:00:00Z,APS1-TimedStorage-ByteHrs:Glacier,0.0896438271,0.0115000000,OnDemand,GB-Mo,Amazon Simple Storage Service,ap-southeast-1,Glacier,,,,,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00001923,2025-11-23T00:00:00Z/2025-11-24T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,0.8618301625,0.0625000000,USD,$0.0625 per Lambda-GB-Second for Function in us-west-2,Usage,0.8187386543,0.0593750000,Invoke,AWSLambda,arn:aws:lambda:us-west-2:999000111222:Function-4450,999000111222,Data Platform,13.7892825995,2025-11-24T00:00:00Z,2025-11-23T00:00:00Z,USW2-Lambda-GB-Second:Function,0.9911046868,0.0718750000,OnDemand,Lambda-GB-Second,AWS Lambda,us-west-2,Function,,,,1024 MB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00002231,2025-12-02T00:00:00Z/2025-12-03T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1b,2.5318364076,0.0832083333,USD,$0.0832 per Hrs for t3.large in us-east-1,Usage,2.4052445873,0.0790479167,RunInstances,AmazonEC2,arn:aws:ec2:us-east-1:999000111222:t3-large-2089,999000111222,Data Platform,30.4276784093,2025-12-03T00:00:00Z,2025-12-02T00:00:00Z,USE1-BoxUsage:t3.large,2.9116118688,0.0956895833,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-east-1,t3.large,General purpose,Windows,2,8 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00001462,2025-11-10T00:00:00Z/2025-11-11T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2a,0.9077341674,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in us-west-2,Usage,0.8623474590,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:us-west-2:999000111222:Function-6452,999000111222,Data Platform,27.2320250211,2025-11-11T00:00:00Z,2025-11-10T00:00:00Z,USW2-Lambda-GB-Second:Function,1.0438942925,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,us-west-2,Function,,,,512 MB,{}
lid-00002929,2025-12-21T00:00:00Z/2025-12-22T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,8.2507458712,0.6620833333,USD,$0.6621 per Hrs for ml.g4dn.xlarge in us-east-1,Usage,7.8382085776,0.6289791667,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:us-east-1:555666777888:ml-g4dn-xlarge-4710,555666777888,Staging,12.4617936380,2025-12-22T00:00:00Z,2025-12-21T00:00:00Z,USE1-Notebook:ml.g4dn.xlarge,9.4883577518,0.7613958333,OnDemand,Hrs,Amazon SageMaker,us-east-1,ml.g4dn.xlarge,Accelerated computing,,4,16 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00001491,2025-11-11T00:00:00Z/2025-11-12T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1c,14.3053591307,0.6800000000,USD,$0.6800 per Hrs for c5.4xlarge in ap-southeast-1,Usage,13.5900911741,0.6460000000,RunInstances,AmazonEC2,arn:aws:ec2:ap-southeast-1:555666777888:c5-4xlarge-3033,555666777888,Staging,21.0372928392,2025-11-12T00:00:00Z,2025-11-11T00:00:00Z,APS1-BoxUsage:c5.4xlarge,16.4511630003,0.7820000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,ap-southeast-1,c5.4xlarge,Compute optimized,Linux,16,32 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00000606,2025-10-17T00:00:00Z/2025-10-18T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,2.2232287908,0.0750000000,USD,$0.0750 per GB for DeliveryStream in eu-central-1,Usage,2.1120673513,0.0712500000,PutRecord,AmazonKinesisFirehose,arn:aws:kinesisfirehose:eu-central-1:111222333444:DeliveryStream-3149,111222333444,Production,29.6430505444,2025-10-18T00:00:00Z,2025-10-17T00:00:00Z,EUC1-DataIngested:DeliveryStream,2.5567131095,0.0862500000,OnDemand,GB,Amazon Kinesis Data Firehose,eu-central-1,DeliveryStream,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001042,2025-10-30T00:00:00Z/2025-10-31T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1c,4.9393942714,0.1920000000,USD,$0.1920 per Hrs for m5.xlarge in ap-southeast-1,Usage,4.6924245579,0.1824000000,RunInstances,AmazonEC2,arn:aws:ec2:ap-southeast-1:555666777888:m5-xlarge-7031,555666777888,Staging,25.7260118304,2025-10-31T00:00:00Z,2025-10-30T00:00:00Z,APS1-BoxUsage:m5.xlarge,5.6803034121,0.2208000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,ap-southeast-1,m5.xlarge,General purpose,Linux,4,16 GiB,{}
lid-00002456,2025-12-08T00:00:00Z/2025-12-09T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,2.0250870270,0.0750000000,USD,$0.0750 per GB for DeliveryStream in us-west-2,Usage,1.9238326757,0.0712500000,PutRecord,AmazonKinesisFirehose,arn:aws:kinesisfirehose:us-west-2:111222333444:DeliveryStream-3730,111222333444,Production,27.0011603603,2025-12-09T00:00:00Z,2025-12-08T00:00:00Z,USW2-DataIngested:DeliveryStream,2.3288500811,0.0862500000,OnDemand,GB,Amazon Kinesis Data Firehose,us-west-2,DeliveryStream,,,,,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00001980,2025-11-25T00:00:00Z/2025-11-26T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2a,1.5770181892,0.0832083333,USD,$0.0832 per Hrs for t3.large in us-west-2,Usage,1.4981672797,0.0790479167,RunInstances,AmazonEC2,arn:aws:ec2:us-west-2:111222333444:t3-large-6215,111222333444,Production,18.9526472409,2025-11-26T00:00:00Z,2025-11-25T00:00:00Z,USW2-BoxUsage:t3.large,1.8135709175,0.0956895833,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-west-2,t3.large,General purpose,Windows,2,8 GiB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00002789,2025-12-17T00:00:00Z/2025-12-18T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,1.6024725732,0.0750000000,USD,$0.0750 per GB for DeliveryStream in eu-west-1,Usage,1.5223489446,0.0712500000,PutRecord,AmazonKinesisFirehose,arn:aws:kinesisfirehose:eu-west-1:999000111222:DeliveryStream-8245,999000111222,Data Platform,21.3663009766,2025-12-18T00:00:00Z,2025-12-17T00:00:00Z,EUW1-DataIngested:DeliveryStream,1.8428434592,0.0862500000,OnDemand,GB,Amazon Kinesis Data Firehose,eu-west-1,DeliveryStream,,,,,{}
lid-00002981,2025-12-23T00:00:00Z/2025-12-24T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,11.7727339027,0.4800000000,USD,$0.4800 per Hrs for db.r5.xlarge in eu-west-1,Usage,11.1840972076,0.4560000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-west-1:555666777888:db-r5-xlarge-2714,555666777888,Staging,24.5265289640,2025-12-24T00:00:00Z,2025-12-23T00:00:00Z,EUW1-InstanceUsage:db.r5.xlarge,13.5386439881,0.5520000000,OnDemand,Hrs,Amazon Relational Database Service,eu-west-1,db.r5.xlarge,Memory optimized,,4,32 GiB,{}
lid-00002580,2025-12-12T00:00:00Z/2025-12-13T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,10.4633907574,0.4800000000,USD,$0.4800 per Hrs for db.r5.xlarge in us-west-2,Usage,9.9402212195,0.4560000000,CreateDBInstance,AmazonRDS,arn:aws:rds:us-west-2:111222333444:db-r5-xlarge-4080,111222333444,Production,21.7987307446,2025-12-13T00:00:00Z,2025-12-12T00:00:00Z,USW2-InstanceUsage:db.r5.xlarge,12.0328993710,0.5520000000,OnDemand,Hrs,Amazon Relational Database Service,us-west-2,db.r5.xlarge,Memory optimized,,4,32 GiB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00002321,2025-12-05T00:00:00Z/2025-12-06T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,5.7065096543,0.1920000000,USD,$0.1920 per Hrs for m5.xlarge in eu-west-1,Usage,5.4211841716,0.1824000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-west-1:555666777888:m5-xlarge-4277,555666777888,Staging,29.7214044494,2025-12-06T00:00:00Z,2025-12-05T00:00:00Z,EUW1-BoxUsage:m5.xlarge,6.5624861024,0.2208000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-west-1,m5.xlarge,General purpose,Linux,4,16 GiB,{}
lid-00000099,2025-10-03T00:00:00Z/2025-10-04T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2c,6.4469460114,0.2300000000,USD,$0.2300 per Hrs for ml.m5.xlarge in us-west-2,Usage,6.1245987109,0.2185000000,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:us-west-2:111222333444:ml-m5-xlarge-2983,111222333444,Production,28.0302000497,2025-10-04T00:00:00Z,2025-10-03T00:00:00Z,USW2-Notebook:ml.m5.xlarge,7.4139879132,0.2645000000,OnDemand,Hrs,Amazon SageMaker,us-west-2,ml.m5.xlarge,General purpose,,4,16 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001813,2025-11-20T00:00:00Z/2025-11-21T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1a,0.7537855715,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in eu-west-1,Usage,0.7160962929,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:eu-west-1:111222333444:Function-5790,111222333444,Production,22.6135671442,2025-11-21T00:00:00Z,2025-11-20T00:00:00Z,EUW1-Lambda-GB-Second:Function,0.8668534072,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,eu-west-1,Function,,,,512 MB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00002553,2025-12-11T00:00:00Z/2025-12-12T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,0.7474575145,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in us-east-1,Usage,0.7100846388,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:us-east-1:111222333444:Function-3224,111222333444,Production,22.4237254346,2025-12-12T00:00:00Z,2025-12-11T00:00:00Z,USE1-Lambda-GB-Second:Function,0.8595761417,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,us-east-1,Function,,,,512 MB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00000132,2025-10-04T00:00:00Z/2025-10-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1c,4.1170498286,0.3000000000,USD,$0.3000 per Hrs for Cluster in us-east-1,Usage,3.9111973372,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:us-east-1:555666777888:Cluster-5102,555666777888,Staging,13.7234994288,2025-10-05T00:00:00Z,2025-10-04T00:00:00Z,USE1-AmazonEKS-Hours:perCluster:Cluster,4.7346073029,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,us-east-1,Cluster,,,,,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00001732,2025-11-18T00:00:00Z/2025-11-19T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,2.0111168405,0.0832083333,USD,$0.0832 per Hrs for t3.large in eu-central-1,Usage,1.9105609985,0.0790479167,RunInstances,AmazonEC2,arn:aws:ec2:eu-central-1:555666777888:t3-large-5322,555666777888,Staging,24.1696565714,2025-11-19T00:00:00Z,2025-11-18T00:00:00Z,EUC1-BoxUsage:t3.large,2.3127843666,0.0956895833,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-central-1,t3.large,General purpose,Windows,2,8 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002310,2025-12-04T00:00:00Z/2025-12-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1b,7.3425309135,0.3000000000,USD,$0.3000 per Hrs for Cluster in eu-central-1,Usage,6.9754043678,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:eu-central-1:555666777888:Cluster-3598,555666777888,Staging,24.4751030449,2025-12-05T00:00:00Z,2025-12-04T00:00:00Z,EUC1-AmazonEKS-Hours:perCluster:Cluster,8.4439105505,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,eu-central-1,Cluster,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001385,2025-11-08T00:00:00Z/2025-11-09T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,1.1605236545,0.1041666667,USD,$0.1042 per GB for Distribution in ap-southeast-1,Usage,1.1024974717,0.0989583333,GET,AmazonCloudFront,arn:aws:cloudfront:ap-southeast-1:999000111222:Distribution-4005,999000111222,Data Platform,11.1410270828,2025-11-09T00:00:00Z,2025-11-08T00:00:00Z,APS1-DataTransfer-Out-Bytes:Distribution,1.3346022026,0.1197916667,OnDemand,GB,Amazon CloudFront,ap-southeast-1,Distribution,,,,,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00000823,2025-10-23T00:00:00Z/2025-10-24T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1c,1.9131444891,0.0750000000,USD,$0.0750 per GB for DeliveryStream in eu-central-1,Usage,1.8174872647,0.0712500000,PutRecord,AmazonKinesisFirehose,arn:aws:kinesisfirehose:eu-central-1:111222333444:DeliveryStream-6529,111222333444,Production,25.5085931884,2025-10-24T00:00:00Z,2025-10-23T00:00:00Z,EUC1-DataIngested:DeliveryStream,2.2001161625,0.0862500000,OnDemand,GB,Amazon Kinesis Data Firehose,eu-central-1,DeliveryStream,,,,,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00001468,2025-11-10T00:00:00Z/2025-11-11T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,8.6015026287,0.3000000000,USD,$0.3000 per Hrs for Cluster in eu-west-1,Usage,8.1714274973,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:eu-west-1:555666777888:Cluster-4639,555666777888,Staging,28.6716754291,2025-11-11T00:00:00Z,2025-11-10T00:00:00Z,EUW1-AmazonEKS-Hours:perCluster:Cluster,9.8917280231,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,eu-west-1,Cluster,,,,,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00002150,2025-11-30T00:00:00Z/2025-12-01T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,4.4207987240,0.1920000000,USD,$0.1920 per Hrs for m5.xlarge in eu-west-1,Usage,4.1997587878,0.1824000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-west-1:111222333444:m5-xlarge-3300,111222333444,Production,23.0249933542,2025-12-01T00:00:00Z,2025-11-30T00:00:00Z,EUW1-BoxUsage:m5.xlarge,5.0839185326,0.2208000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-west-1,m5.xlarge,General purpose,Linux,4,16 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002623,2025-12-13T00:00:00Z/2025-12-14T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,2.8805421929,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in eu-central-1,Usage,2.7365150833,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-central-1:999000111222:db-m5-large-3071,999000111222,Data Platform,16.5548401893,2025-12-14T00:00:00Z,2025-12-13T00:00:00Z,EUC1-InstanceUsage:db.m5.large,3.3126235219,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,eu-central-1,db.m5.large,General purpose,,2,8 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00001661,2025-11-16T00:00:00Z/2025-11-17T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1b,1.3152161099,0.0832083333,USD,$0.0832 per Hrs for t3.large in us-east-1,Usage,1.2494553044,0.0790479167,RunInstances,AmazonEC2,arn:aws:ec2:us-east-1:999000111222:t3-large-7243,999000111222,Data Platform,15.8063027728,2025-11-17T00:00:00Z,2025-11-16T00:00:00Z,USE1-BoxUsage:t3.large,1.5124985264,0.0956895833,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-east-1,t3.large,General purpose,Windows,2,8 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
